KO_ID,Description
K00001,"E1.1.1.1, adh | alcohol dehydrogenase"
K03343,puo | putrescine oxidase
K03346,dnaB | replication initiation and membrane attachment protein
K03347,"CUL1, CDC53 | cullin 1"
K03353,"APC6, CDC16 | anaphase-promoting complex subunit 6"
K03355,"APC8, CDC23 | anaphase-promoting complex subunit 8"
K03361,CDC4 | F-box and WD-40 domain protein CDC4
K03364,"CDH1 | cell division cycle 20-like protein 1, cofactor of APC complex"
K03366,"butA, budC | meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]"
K03367,dltA | D-alanine--poly(phosphoribitol) ligase subunit 1
K03380,E1.14.13.7 | phenol 2-monooxygenase
K03381,"catA | catechol 1,2-dioxygenase"
K03382,atzB | hydroxydechloroatrazine ethylaminohydrolase
K03383,atzD | cyanuric acid amidohydrolase
K03385,nrfA | nitrite reductase (cytochrome c-552)
K03386,"PRDX2_4, ahpC | peroxiredoxin (alkyl hydroperoxide reductase subunit C)"
K03387,ahpF | alkyl hydroperoxide reductase subunit F
K03388,hdrA | heterodisulfide reductase subunit A
K03389,hdrB | heterodisulfide reductase subunit B
K03390,hdrC | heterodisulfide reductase subunit C
K03392,ACMSD | aminocarboxymuconate-semialdehyde decarboxylase
K03394,cobI-cbiL | precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]
K03399,cbiE | cobalt-precorrin-7 (C5)-methyltransferase
K03402,"argR, ahrC | transcriptional regulator of arginine metabolism"
K03404,"chlD, bchD | magnesium chelatase subunit D"
K03405,"chlI, bchI | magnesium chelatase subunit I"
K03406,mcp | methyl-accepting chemotaxis protein
K03407,"cheA | two-component system, chemotaxis family, sensor kinase CheA"
K03408,cheW | purine-binding chemotaxis protein CheW
K03409,cheX | chemotaxis protein CheX
K03410,cheC | chemotaxis protein CheC
K03411,cheD | chemotaxis protein CheD
K03412,"cheB | two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"
K03413,"cheY | two-component system, chemotaxis family, chemotaxis protein CheY"
K03414,cheZ | chemotaxis protein CheZ
K03415,"cheV | two-component system, chemotaxis family, chemotaxis protein CheV"
K03416,E2.1.3.1-5S | methylmalonyl-CoA carboxyltransferase 5S subunit
K03417,prpB | methylisocitrate lyase
K03420,psmR | proteasome regulatory subunit
K03421,mcrC | methyl-coenzyme M reductase subunit C
K03422,mcrD | methyl-coenzyme M reductase subunit D
K03424,tatD | TatD DNase family protein
K03425,tatE | sec-independent protein translocase protein TatE
K03426,"E3.6.1.22, NUDT12, nudC | NAD+ diphosphatase"
K03427,hsdM | type I restriction enzyme M protein
K03429,"ugtP | processive 1,2-diacylglycerol beta-glucosyltransferase"
K03430,phnW | 2-aminoethylphosphonate-pyruvate transaminase
K03431,glmM | phosphoglucosamine mutase
K03432,"psmA, prcA | proteasome alpha subunit"
K03433,"psmB, prcB | proteasome beta subunit"
K03435,"fruR1, fruR | LacI family transcriptional regulator, fructose operon transcriptional repressor"
K03436,"fruR2, fruR | DeoR family transcriptional regulator, fructose operon transcriptional repressor"
K03437,"spoU | RNA methyltransferase, TrmH family"
K03438,"mraW, rsmH | 16S rRNA (cytosine1402-N4)-methyltransferase"
K03439,"trmB, METTL1 | tRNA (guanine-N7-)-methyltransferase"
K03441,"GLP-F | aquaglyceroporin related protein, other eukaryote"
K03442,mscS | small conductance mechanosensitive channel
K03444,"MFS.SP | MFS transporter, SP family, sugar porter, other"
K03445,"nepI | MFS transporter, DHA1 family, purine ribonucleoside efflux pump"
K03446,"emrB | MFS transporter, DHA2 family, multidrug resistance protein"
K03448,"FEN2, LIZ1 | MFS transporter, ACS family, pantothenate transporter"
K03449,"MFS.CP | MFS transporter, CP family, cyanate transporter"
K03451,"TC.BCT | betaine/carnitine transporter, BCCT family"
K03453,"TC.BASS | bile acid:Na+ symporter, BASS family"
K03455,"TC.KEF | monovalent cation:H+ antiporter-2, CPA2 family"
K03456,PPP2R1 | serine/threonine-protein phosphatase 2A regulatory subunit A
K03457,"TC.NCS1 | nucleobase:cation symporter-1, NCS1 family"
K03458,"TC.NCS2 | nucleobase:cation symporter-2, NCS2 family"
K03459,focB | formate transporter
K03462,NAMPT | nicotinamide phosphoribosyltransferase
K03464,catC | muconolactone D-isomerase
K03465,"thyX, thy1 | thymidylate synthase (FAD)"
K03466,"ftsK, spoIIIE | DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family"
K03468,aaeB | p-hydroxybenzoic acid efflux pump subunit AaeB
K03469,"rnhA, RNASEH1 | ribonuclease HI"
K03470,rnhB | ribonuclease HII
K03471,rnhC | ribonuclease HIII
K03472,epd | D-erythrose 4-phosphate dehydrogenase
K03473,pdxB | erythronate-4-phosphate dehydrogenase
K03474,pdxJ | pyridoxine 5-phosphate synthase
K03475,"PTS-Ula-EIIC, ulaA, sgaT | PTS system, ascorbate-specific IIC component"
K03476,ulaG | L-ascorbate 6-phosphate lactonase
K03477,"ulaR | DeoR family transcriptional regulator, ulaG and ulaABCDEF operon transcriptional repressor"
K03478,chbG | chitin disaccharide deacetylase
K03480,glcT | transcriptional antiterminator
K03481,"glvR | RpiR family transcriptional regulator, glv operon transcriptional regulator"
K03482,"yidP | GntR family transcriptional regulator, glv operon transcriptional regulator"
K03483,mtlR | mannitol operon transcriptional antiterminator
K03484,"scrR | LacI family transcriptional regulator, sucrose operon repressor"
K03485,"treR | LacI family transcriptional regulator, trehalose operon repressor"
K03486,"treR2, treR | GntR family transcriptional regulator, trehalose operon transcriptional repressor"
K03487,"ascG | LacI family transcriptional regulator, asc operon repressor"
K03488,"licT, bglG | beta-glucoside operon transcriptional antiterminator"
K03489,"yydK | GntR family transcriptional regulator, transcriptional regulator of bglA"
K03490,"chbR, celD | AraC family transcriptional regulator, dual regulator of chb operon"
K03491,licR | lichenan operon transcriptional antiterminator
K03492,ydhQ | GntR family transcriptional regulator
K03495,"gidA, mnmG, MTO1 | tRNA uridine 5-carboxymethylaminomethyl modification enzyme"
K03496,"parA, soj | chromosome partitioning protein"
K03497,"parB, spo0J | chromosome partitioning protein, ParB family"
K03498,"trkH, trkG, ktrB | trk system potassium uptake protein"
K03499,"trkA, ktrA | trk system potassium uptake protein"
K03500,"rsmB, sun | 16S rRNA (cytosine967-C5)-methyltransferase"
K03501,"gidB, rsmG | 16S rRNA (guanine527-N7)-methyltransferase"
K03502,"DPO5C, umuC | DNA polymerase V"
K03503,"DPO5D, umuD | DNA polymerase V"
K03504,POLD3 | DNA polymerase delta subunit 3
K03507,DPB11 | DNA replication regulator DPB11
K03509,POLH | DNA polymerase eta
K03516,flhE | flagellar protein FlhE
K03517,nadA | quinolinate synthase
K03518,coxS | aerobic carbon-monoxide dehydrogenase small subunit
K03519,"coxM, cutM | aerobic carbon-monoxide dehydrogenase medium subunit"
K03520,"coxL, cutL | aerobic carbon-monoxide dehydrogenase large subunit"
K03521,"fixA, etfB | electron transfer flavoprotein beta subunit"
K03522,"fixB, etfA | electron transfer flavoprotein alpha subunit"
K03523,bioY | biotin transport system substrate-specific component
K03524,"birA | BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase"
K03525,coaX | type III pantothenate kinase
K03526,"gcpE, ispG | (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]"
K03527,"ispH, lytB | 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase"
K03528,zipA | cell division protein ZipA
K03529,smc | chromosome segregation protein
K03530,hupB | DNA-binding protein HU-beta
K03531,ftsZ | cell division protein FtsZ
K03532,"torC | trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorC"
K03533,torD | TorA specific chaperone
K03534,rhaM | L-rhamnose mutarotase
K03535,"gudP | MFS transporter, ACS family, glucarate transporter"
K03536,rnpA | ribonuclease P protein component
K03537,POP5 | ribonuclease P/MRP protein subunit POP5
K03538,"POP4, RPP29 | ribonuclease P protein subunit POP4"
K03539,"RPP1, RPP30 | ribonuclease P/MRP protein subunit RPP1"
K03540,"RPR2, RPP21 | ribonuclease P protein subunit RPR2"
K03543,"emrA | membrane fusion protein, multidrug efflux system"
K03544,"clpX, CLPX | ATP-dependent Clp protease ATP-binding subunit ClpX"
K03545,tig | trigger factor
K03546,"sbcC, rad50 | DNA repair protein SbcC/Rad50"
K03547,"sbcD, mre11 | DNA repair protein SbcD/Mre11"
K03548,perM | putative permease
K03549,kup | KUP system potassium uptake protein
K03550,ruvA | holliday junction DNA helicase RuvA
K03551,ruvB | holliday junction DNA helicase RuvB
K03552,hjr | holliday junction resolvase Hjr
K03553,recA | recombination protein RecA
K03554,rdgC | recombination associated protein RdgC
K03555,mutS | DNA mismatch repair protein MutS
K03556,"malT | LuxR family transcriptional regulator, maltose regulon positive regulatory protein"
K03557,"fis | Fis family transcriptional regulator, factor for inversion stimulation protein"
K03558,cvpA | membrane protein required for colicin V production
K03559,exbD | biopolymer transport protein ExbD
K03560,tolR | biopolymer transport protein TolR
K03561,exbB | biopolymer transport protein ExbB
K03562,tolQ | biopolymer transport protein TolQ
K03563,csrA | carbon storage regulator
K03564,"BCP, PRXQ, DOT5 | peroxiredoxin Q/BCP"
K03565,recX | regulatory protein
K03566,"gcvA | LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
K03567,gcvR | glycine cleavage system transcriptional repressor
K03568,tldD | TldD protein
K03569,mreB | rod shape-determining protein MreB and related proteins
K03570,mreC | rod shape-determining protein MreC
K03571,mreD | rod shape-determining protein MreD
K03572,mutL | DNA mismatch repair protein MutL
K03573,mutH | DNA mismatch repair protein MutH
K03574,"mutT, NUDT15, MTH2 | 8-oxo-dGTP diphosphatase"
K03575,mutY | A/G-specific adenine glycosylase
K03576,"metR | LysR family transcriptional regulator, regulator for metE and metH"
K03577,"acrR, smeT | TetR/AcrR family transcriptional regulator, acrAB operon repressor"
K03578,hrpA | ATP-dependent helicase HrpA
K03579,hrpB | ATP-dependent helicase HrpB
K03580,hepA | ATP-dependent helicase HepA
K03581,recD | exodeoxyribonuclease V alpha subunit
K03582,recB | exodeoxyribonuclease V beta subunit
K03583,recC | exodeoxyribonuclease V gamma subunit
K03584,recO | DNA repair protein RecO (recombination protein O)
K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA | membrane fusion protein, multidrug efflux system"
K03586,ftsL | cell division protein FtsL
K03587,ftsI | cell division protein FtsI (penicillin-binding protein 3)
K03588,"ftsW, spoVE | cell division protein FtsW"
K03589,ftsQ | cell division protein FtsQ
K03590,ftsA | cell division protein FtsA
K03591,ftsN | cell division protein FtsN
K03592,pmbA | PmbA protein
K03593,"mrp, NUBPL | ATP-binding protein involved in chromosome partitioning"
K03594,bfr | bacterioferritin
K03595,"era, ERAL1 | GTPase"
K03596,lepA | GTP-binding protein LepA
K03597,rseA | sigma-E factor negative regulatory protein RseA
K03598,rseB | sigma-E factor negative regulatory protein RseB
K03599,"sspA, mglA | stringent starvation protein A"
K03600,sspB | stringent starvation protein B
K03601,xseA | exodeoxyribonuclease VII large subunit
K03602,xseB | exodeoxyribonuclease VII small subunit
K03603,"fadR | GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA"
K03604,"purR | LacI family transcriptional regulator, purine nucleotide synthesis repressor"
K03605,"hyaD, hybD | hydrogenase maturation protease"
K03606,wcaJ | putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
K03607,proQ | ProP effector
K03608,minE | cell division topological specificity factor
K03609,minD | septum site-determining protein MinD
K03610,minC | septum site-determining protein MinC
K03611,dsbB | disulfide bond formation protein DsbB
K03612,rnfG | electron transport complex protein RnfG
K03613,rnfE | electron transport complex protein RnfE
K03614,rnfD | electron transport complex protein RnfD
K03615,rnfC | electron transport complex protein RnfC
K03616,rnfB | electron transport complex protein RnfB
K03617,rnfA | electron transport complex protein RnfA
K03618,hyaF | hydrogenase-1 operon protein HyaF
K03619,hyaE | hydrogenase-1 operon protein HyaE
K03620,hyaC | Ni/Fe-hydrogenase 1 B-type cytochrome subunit
K03621,plsX | glycerol-3-phosphate acyltransferase PlsX
K03622,ssh10b | archaea-specific DNA-binding protein
K03623,yhcO | ribonuclease inhibitor
K03624,greA | transcription elongation factor GreA
K03625,nusB | N utilization substance protein B
K03626,"EGD2, NACA | nascent polypeptide-associated complex subunit alpha"
K03627,MBF1 | putative transcription factor
K03628,rho | transcription termination factor Rho
K03629,recF | DNA replication and repair protein RecF
K03630,radC | DNA repair protein RadC
K03631,recN | DNA repair protein RecN (Recombination protein N)
K03632,mukB | chromosome partition protein MukB
K03633,mukF | chromosome partition protein MukF
K03634,lolA | outer membrane lipoprotein carrier protein
K03635,"MOCS2B, moaE | molybdopterin synthase catalytic subunit"
K03636,"moaD, cysO | sulfur-carrier protein"
K03637,"moaC, CNX3 | cyclic pyranopterin monophosphate synthase"
K03638,moaB | molybdopterin adenylyltransferase
K03639,"moaA, CNX2 | GTP 3',8-cyclase"
K03640,pal | peptidoglycan-associated lipoprotein
K03641,tolB | TolB protein
K03642,rlpA | rare lipoprotein A
K03643,"lptE, rlpB | LPS-assembly lipoprotein"
K03644,lipA | lipoyl synthase
K03645,seqA | negative modulator of initiation of replication
K03646,tolA | colicin import membrane protein
K03647,nrdI | protein involved in ribonucleotide reduction
K03648,"UNG, UDG | uracil-DNA glycosylase"
K03649,mug | double-stranded uracil-DNA glycosylase
K03650,"mnmE, trmE, MSS1 | tRNA modification GTPase"
K03651,"cpdA | 3',5'-cyclic-AMP phosphodiesterase"
K03652,MPG | DNA-3-methyladenine glycosylase
K03653,K03653 | N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]
K03654,recQ | ATP-dependent DNA helicase RecQ
K03655,recG | ATP-dependent DNA helicase RecG
K03656,rep | ATP-dependent DNA helicase Rep
K03657,"uvrD, pcrA | DNA helicase II / ATP-dependent DNA helicase PcrA"
K03658,helD | DNA helicase IV
K03660,OGG1 | N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]
K03661,"ATPeV0B, ATP6F | V-type H+-transporting ATPase 21kDa proteolipid subunit"
K03662,"ATPeVS1, ATP6S1 | V-type H+-transporting ATPase S1 subunit"
K03664,smpB | SsrA-binding protein
K03665,hflX | GTPase
K03666,hfq | host factor-I protein
K03667,hslU | ATP-dependent HslUV protease ATP-binding subunit HslU
K03668,hslJ | heat shock protein HslJ
K03669,mdoH | membrane glycosyltransferase
K03670,mdoG | periplasmic glucans biosynthesis protein
K03671,trxA | thioredoxin 1
K03672,trxC | thioredoxin 2
K03673,dsbA | thiol:disulfide interchange protein DsbA
K03674,grxA | glutaredoxin 1
K03675,grxB | glutaredoxin 2
K03676,"grxC, GLRX, GLRX2 | glutaredoxin 3"
K03678,"RRP45, EXOSC9 | exosome complex component RRP45"
K03679,"RRP4, EXOSC2 | exosome complex component RRP4"
K03680,EIF2B4 | translation initiation factor eIF-2B subunit delta
K03683,rnt | ribonuclease T
K03684,rnd | ribonuclease D
K03685,"rnc, DROSHA, RNT1 | ribonuclease III"
K03686,dnaJ | molecular chaperone DnaJ
K03687,GRPE | molecular chaperone GrpE
K03688,"ubiB, aarF | ubiquinone biosynthesis protein"
K03690,ubiJ | ubiquinone biosynthesis protein UbiJ
K03693,pbp1b | penicillin-binding protein 1B
K03694,clpA | ATP-dependent Clp protease ATP-binding subunit ClpA
K03695,clpB | ATP-dependent Clp protease ATP-binding subunit ClpB
K03696,clpC | ATP-dependent Clp protease ATP-binding subunit ClpC
K03697,clpE | ATP-dependent Clp protease ATP-binding subunit ClpE
K03698,"cbf, cbf1 | 3'-5' exoribonuclease"
K03699,tlyC | putative hemolysin
K03700,recU | recombination protein U
K03701,uvrA | excinuclease ABC subunit A
K03702,uvrB | excinuclease ABC subunit B
K03703,uvrC | excinuclease ABC subunit C
K03704,"cspA | cold shock protein (beta-ribbon, CspA family)"
K03705,hrcA | heat-inducible transcriptional repressor
K03706,codY | transcriptional pleiotropic repressor
K03707,tenA | thiaminase (transcriptional activator TenA)
K03708,ctsR | transcriptional regulator of stress and heat shock response
K03709,"troR | DtxR family transcriptional regulator, Mn-dependent transcriptional regulator"
K03710,K03710 | GntR family transcriptional regulator
K03711,"fur, zur, furB | Fur family transcriptional regulator, ferric uptake regulator"
K03712,"marR | MarR family transcriptional regulator, multiple antibiotic resistance protein MarR"
K03713,"glnR | MerR family transcriptional regulator, glutamine synthetase repressor"
K03715,"MGD | 1,2-diacylglycerol 3-beta-galactosyltransferase"
K03716,splB | spore photoproduct lyase
K03717,"nhaR | LysR family transcriptional regulator, transcriptional activator of nhaA"
K03718,"asnC | Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA"
K03719,"lrp | Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"
K03720,"trpR | TrpR family transcriptional regulator, trp operon repressor"
K03721,"tyrR | transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport"
K03722,dinG | ATP-dependent DNA helicase DinG
K03723,mfd | transcription-repair coupling factor (superfamily II helicase)
K03724,lhr | ATP-dependent helicase Lhr and Lhr-like helicase
K03725,K03725 | archaea-specific helicase
K03726,helS | helicase
K03727,helY | ATP-dependent RNA helicase HelY
K03732,rhlB | ATP-dependent RNA helicase RhlB
K03733,xerC | integrase/recombinase XerC
K03734,apbE | FAD:protein FMN transferase
K03735,eutB | ethanolamine ammonia-lyase large subunit
K03736,eutC | ethanolamine ammonia-lyase small subunit
K03737,"por, nifJ | pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]"
K03738,aor | aldehyde:ferredoxin oxidoreductase
K03739,dltB | membrane protein involved in D-alanine export
K03740,dltD | D-alanine transfer protein
K03741,"ARSC2, arsC | arsenate reductase"
K03742,pncC | nicotinamide-nucleotide amidase
K03743,pncC | nicotinamide-nucleotide amidase
K03744,lemA | LemA protein
