KO_ID,Description
K00001,"E1.1.1.1, adh | alcohol dehydrogenase"
K03931,ygjK | putative isomerase
K03932,lpqC | polyhydroxybutyrate depolymerase
K03933,cpbD | chitin-binding protein
K03934,NDUFS1 | NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3]
K03935,NDUFS2 | NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:1.6.5.3 1.6.99.3]
K03940,NDUFS7 | NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3]
K03941,NDUFS8 | NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3]
K03942,NDUFV1 | NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3]
K03969,pspA | phage shock protein A
K03970,pspB | phage shock protein B
K03972,pspE | phage shock protein E
K03973,pspC | phage shock protein C
K03974,pspF | psp operon transcriptional activator
K03975,dedA | membrane-associated protein
K03976,"ybaK, ebsC | Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase"
K03977,"engA, der | GTPase"
K03978,engB | GTP-binding protein
K03979,"obgE, cgtA | GTPase"
K03980,"murJ, mviN | putative peptidoglycan lipid II flippase"
K03981,dsbC | thiol:disulfide interchange protein DsbC
K03990,C3 | complement component 3
K04004,"CFH, HF1 | complement factor H"
K04007,"CD46, MCP | membrane cofactor protein"
K04013,nrfB | cytochrome c-type protein NrfB
K04014,nrfC | protein NrfC
K04015,nrfD | protein NrfD
K04016,nrfE | cytochrome c-type biogenesis protein NrfE
K04017,nrfF | formate-dependent nitrite reductase complex subunit NrfF
K04018,nrfG | formate-dependent nitrite reductase complex subunit NrfG
K04019,eutA | ethanolamine utilization protein EutA
K04021,eutE | aldehyde dehydrogenase
K04023,eutH | ethanolamine transporter
K04024,eutJ | ethanolamine utilization protein EutJ
K04026,eutL | ethanolamine utilization protein EutL
K04027,eutM | ethanolamine utilization protein EutM
K04028,eutN | ethanolamine utilization protein EutN
K04029,eutP | ethanolamine utilization protein EutP
K04030,eutQ | ethanolamine utilization protein EutQ
K04031,eutS | ethanolamine utilization protein EutS
K04032,eutT | ethanolamine utilization cobalamin adenosyltransferase
K04033,"eutR | AraC family transcriptional regulator, ethanolamine operon transcriptional activator"
K04034,bchE | anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase
K04041,"fbp3 | fructose-1,6-bisphosphatase III"
K04042,glmU | bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]
K04043,"dnaK, HSPA9 | molecular chaperone DnaK"
K04044,hscA | molecular chaperone HscA
K04045,hscC | molecular chaperone HscC
K04046,yegD | hypothetical chaperone protein
K04047,dps | starvation-inducible DNA-binding protein
K04061,flhB2 | flagellar biosynthesis protein
K04063,osmC | osmotically inducible protein OsmC
K04065,osmY | hyperosmotically inducible periplasmic protein
K04066,priA | primosomal protein N' (replication factor Y) (superfamily II helicase)
K04067,priC | primosomal replication protein N''
K04068,nrdG | anaerobic ribonucleoside-triphosphate reductase activating protein
K04069,"pflA, pflC, pflE | pyruvate formate lyase activating enzyme"
K04070,pflX | putative pyruvate formate lyase activating enzyme
K04072,adhE | acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]
K04073,mhpF | acetaldehyde dehydrogenase
K04074,divIVA | cell division initiation protein
K04075,"tilS, mesJ | tRNA(Ile)-lysidine synthase"
K04076,lonB | ATP-dependent Lon protease
K04077,"groEL, HSPD1 | chaperonin GroEL"
K04078,"groES, HSPE1 | chaperonin GroES"
K04079,"HSP90A, htpG | molecular chaperone HtpG"
K04080,ibpA | molecular chaperone IbpA
K04082,"hscB, HSCB, HSC20 | molecular chaperone HscB"
K04083,hslO | molecular chaperone Hsp33
K04084,dsbD | thiol:disulfide interchange protein DsbD
K04085,"tusA, sirA | tRNA 2-thiouridine synthesizing protein A"
K04086,clpL | ATP-dependent Clp protease ATP-binding subunit ClpL
K04087,hflC | membrane protease subunit HflC
K04088,hflK | membrane protease subunit HflK
K04090,E1.2.7.8 | indolepyruvate ferredoxin oxidoreductase
K04091,ssuD | alkanesulfonate monooxygenase
K04092,tyrA1 | chorismate mutase
K04093,pheA1 | chorismate mutase
K04094,"trmFO, gid | methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase"
K04095,fic | cell filamentation protein
K04096,smf | DNA processing protein
K04098,"chqB | hydroxyquinol 1,2-dioxygenase"
K04099,"desB, galA | gallate dioxygenase"
K04100,"ligA | protocatechuate 4,5-dioxygenase, alpha chain"
K04101,"ligB | protocatechuate 4,5-dioxygenase, beta chain"
K04102,"pht5 | 4,5-dihydroxyphthalate decarboxylase"
K04103,ipdC | indolepyruvate decarboxylase
K04110,badA | benzoate-CoA ligase
K04116,aliA | cyclohexanecarboxylate-CoA ligase
K04117,aliB | cyclohexanecarboxyl-CoA dehydrogenase
K04127,cefD | isopenicillin-N epimerase
K04130,CHRM2 | muscarinic acetylcholine receptor M2
K04151,HRH3 | histamine receptor H3
K04211,NTSR1 | neurotensin receptor 1
K04221,SSTR5 | somatostatin receptor 5
K04222,TACR1 | tachykinin receptor 1
K04251,"OPN1LW, OPN1MW | long/medium wavelength-sensitive opsin"
K04257,OLFR | olfactory receptor
K04258,PTGER1 | prostaglandin E receptor 1
K04264,TBXA2R | thromboxane A2 receptor
K04282,TRHR | thyrotropin-releasing hormone receptor
K04308,"LGR5, GPR49 | leucine-rich repeat-containing G protein-coupled receptor 5"
K04338,csgF | curli production assembly/transport component CsgF
K04343,strB | streptomycin 6-kinase
K04344,CACNA1A | voltage-dependent calcium channel P/Q type alpha-1A
K04354,PPP2R2 | serine/threonine-protein phosphatase 2A regulatory subunit B
K04361,"EGFR, ERBB1 | epidermal growth factor receptor"
K04366,RAF1 | RAF proto-oncogene serine/threonine-protein kinase
K04385,AXIN2 | axin 2
K04397,CASP7 | caspase 7
K04417,"MAP3K9, MLK1 | mitogen-activated protein kinase kinase kinase 9"
K04418,"MAP3K10, MLK2 | mitogen-activated protein kinase kinase kinase 10"
K04435,"MAPK8IP2, JIP2 | mitogen-activated protein kinase 8 interacting protein 2"
K04437,FLNA | filamin
K04438,"CRK, CRKII | proto-oncogene C-crk"
K04449,JUND | transcription factor jun-D
K04459,"DUSP, MKP | dual specificity MAP kinase phosphatase [EC:3.1.3.16 3.1.3.48]"
K04477,ycdX | putative hydrolase
K04478,sgtB | monofunctional glycosyltransferase
K04479,K04479 | DNA polymerase IV (archaeal DinB-like DNA polymerase)
K04480,mtaB | methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase
K04483,radA | DNA repair protein RadA
K04484,radB | DNA repair protein RadB
K04485,"radA, sms | DNA repair protein RadA/Sms"
K04486,E3.1.3.15B | histidinol-phosphatase (PHP family)
K04487,"iscS, NFS1 | cysteine desulfurase"
K04488,"iscU, nifU | nitrogen fixation protein NifU and related proteins"
K04494,"CHD8, HELSNF1 | chromodomain helicase DNA binding protein 8"
K04496,CTBP | C-terminal binding protein
K04503,CCND1 | G1/S-specific cyclin-D1
K04512,DAAM | dishevelled associated activator of morphogenesis
K04516,"AROA1, aroA | chorismate mutase"
K04517,tyrA2 | prephenate dehydrogenase
K04518,pheA2 | prephenate dehydratase
K04523,"UBQLN, DSK2 | ubiquilin"
K04555,"UBE2G2, UBC7 | ubiquitin-conjugating enzyme E2 G2"
K04558,"SNCAIP | synuclein, alpha interacting protein (synphilin)"
K04561,norB | nitric oxide reductase subunit B
K04562,"flhG, fleN | flagellar biosynthesis protein FlhG"
K04563,"CDC28, CDC2 | cyclin-dependent kinase"
K04564,"SOD2 | superoxide dismutase, Fe-Mn family"
K04565,"SOD1 | superoxide dismutase, Cu-Zn family"
K04566,"lysK | lysyl-tRNA synthetase, class I"
K04567,"KARS, lysS | lysyl-tRNA synthetase, class II"
K04568,"epmA, poxA | elongation factor P--(R)-beta-lysine ligase"
K04592,LPHN1 | latrophilin 1
K04596,BAI1 | brain-specific angiogenesis inhibitor 1
K04600,CELSR1 | cadherin EGF LAG seven-pass G-type receptor 1
K04601,CELSR2 | cadherin EGF LAG seven-pass G-type receptor 2
K04605,GRM2_3 | metabotropic glutamate receptor 2/3
K04614,V1R | vomeronasal1 receptor
K04625,TAS1R2 | taste receptor type 1 member 2
K04628,"CGT, UGT8 | ceramide galactosyltransferase"
K04631,GNAT1_2 | guanine nucleotide-binding protein G(t) subunit alpha 1/2
K04648,DCTN1 | dynactin 1
K04651,"hypA, hybF | hydrogenase nickel incorporation protein HypA/HybF"
K04652,hypB | hydrogenase nickel incorporation protein HypB
K04653,hypC | hydrogenase expression/formation protein HypC
K04654,hypD | hydrogenase expression/formation protein HypD
K04655,hypE | hydrogenase expression/formation protein HypE
K04656,hypF | hydrogenase maturation protein HypF
K04658,NOG | noggin
K04665,AMH | anti-mullerian hormone
K04666,NODAL | nodal
K04678,SMURF | E3 ubiquitin ligase SMURF1/2
K04681,RBL1 | retinoblastoma-like protein 1
K04691,"hhoB, degS | serine protease DegS"
K04712,DEGS | sphingolipid 4-desaturase/C4-monooxygenase [EC:1.14.19.17 1.14.18.5]
K04715,"E2.7.1.138, CERK | ceramide kinase"
K04719,"bluB | 5,6-dimethylbenzimidazole synthase"
K04720,cobD | threonine-phosphate decarboxylase
K04728,"ATM, TEL1 | ataxia telangiectasia mutated family protein"
K04744,"lptD, imp, ostA | LPS-assembly protein"
K04748,norQ | nitric oxide reductase NorQ protein
K04749,rsbV | anti-sigma B factor antagonist
K04750,phnB | PhnB protein
K04751,glnB | nitrogen regulatory protein P-II 1
K04752,glnK | nitrogen regulatory protein P-II 2
K04753,sufI | suppressor of ftsI
K04754,"mlaA, vacJ | phospholipid-binding lipoprotein MlaA"
K04755,"fdx | ferredoxin, 2Fe-2S"
K04756,ahpD | alkyl hydroperoxide reductase subunit D
K04757,rsbW | serine/threonine-protein kinase RsbW
K04758,feoA | ferrous iron transport protein A
K04759,feoB | ferrous iron transport protein B
K04760,greB | transcription elongation factor GreB
K04761,"oxyR | LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"
K04762,hslR | ribosome-associated heat shock protein Hsp15
K04763,xerD | integrase/recombinase XerD
K04764,"ihfA, himA | integration host factor subunit alpha"
K04765,mazG | nucleoside triphosphate diphosphatase
K04766,acuA | acetoin utilization protein AcuA
K04767,acuB | acetoin utilization protein AcuB
K04768,acuC | acetoin utilization protein AcuC
K04769,"spoVT | AbrB family transcriptional regulator, stage V sporulation protein T"
K04770,lonH | Lon-like ATP-dependent protease
K04771,"degP, htrA | serine protease Do"
K04772,"degQ, hhoA | serine protease DegQ"
K04773,sppA | protease IV
K04774,sohB | serine protease SohB
K04780,dhbF | nonribosomal peptide synthetase DhbF
K04781,"mbtI, irp9, ybtS | salicylate synthetase [EC:5.4.4.2 4.2.99.21]"
K04782,pchB | isochorismate pyruvate lyase
K04783,"irp5, ybtE | yersiniabactin salicyl-AMP ligase"
K04784,"irp2, HMWP2 | yersiniabactin nonribosomal peptide synthetase"
K04786,"irp1, HMWP1 | yersiniabactin nonribosomal peptide/polyketide synthase"
K04787,mbtA | mycobactin salicyl-AMP ligase
K04788,mbtB | mycobactin phenyloxazoline synthetase
K04793,mbtG | mycobactin lysine-N-oxygenase
K04794,"PTH2 | peptidyl-tRNA hydrolase, PTH2 family"
K04795,flpA | fibrillarin-like pre-rRNA processing protein
K04796,RUXX | small nuclear ribonucleoprotein
K04797,"pfdA, PFDN5 | prefoldin alpha subunit"
K04798,"pfdB, PFDN6 | prefoldin beta subunit"
K04799,"FEN1, RAD2 | flap endonuclease-1"
K04800,rfcL | replication factor C large subunit
K04801,rfcS | replication factor C small subunit
K04802,PCNA | proliferating cell nuclear antigen
K04831,"ASIC4, ACCN4, BNAC4 | acid-sensing ion channel 4"
K04835,mal | methylaspartate ammonia-lyase
K04838,SCN5A | voltage-gated sodium channel type V alpha
K04839,"SCN7A, SCN6A | voltage-gated sodium channel type VII alpha"
K04844,ycjT | hypothetical glycosyl hydrolase
K04849,CACNA1B | voltage-dependent calcium channel N type alpha-1B
K04860,CACNA2D3 | voltage-dependent calcium channel alpha-2/delta-3
K04861,CACNA2D4 | voltage-dependent calcium channel alpha-2/delta-4
K04899,KCNF1 | potassium voltage-gated channel subfamily F member 1
K04909,KCNH6 | potassium voltage-gated channel Eag-related subfamily H member 6
K04926,KCNQ1 | potassium voltage-gated channel KQT-like subfamily member 1
K04927,KCNQ2 | potassium voltage-gated channel KQT-like subfamily member 2
K04940,odh | opine dehydrogenase
K04941,KCNMB4 | potassium large conductance calcium-activated channel subfamily M beta member 4
K04958,"ITPR1 | inositol 1,4,5-triphosphate receptor type 1"
K04962,RYR2 | ryanodine receptor 2
K04963,RYR3 | ryanodine receptor 3
K04980,TRPM5 | transient receptor potential cation channel subfamily M member 5
K04988,PKD1L2 | polycystin 1L2
K05018,CLCNKB | chloride channel Kb
K05020,"opuD, betL | glycine betaine transporter"
K05021,CLIC1 | chloride intracellular channel protein 1
K05026,CLIC6 | chloride intracellular channel protein 6
K05048,"SLC6A15S | solute carrier family 6 (neurotransmitter transporter, amino acid/orphan) member 15/16/17/18/20"
K05092,"FLT3, FLK2, CD135 | fms-related tyrosine kinase 3"
K05093,"FGFR2, CD332 | fibroblast growth factor receptor 2"
K05110,"EPHB1, ELK, NET | Eph receptor B1"
K05133,IFNGR2 | interferon gamma receptor 2
K05164,"IL17RA, CD217 | interleukin 17 receptor A"
K05173,"IL18R1, IL1RRP, CD218a | interleukin 18 receptor 1"
K05175,GABRA | gamma-aminobutyric acid receptor subunit alpha
K05190,GABRR | gamma-aminobutyric acid receptor subunit rho
K05208,"GRIN1 | glutamate receptor ionotropic, NMDA 1"
K05224,GRP | gastrin-releasing peptide
K05245,caiT | L-carnitine/gamma-butyrobetaine antiporter
K05281,E1.3.1.45 | 2'-hydroxyisoflavone reductase
K05283,"PIGW | phosphatidylinositol glycan, class W"
K05286,"PIGB | phosphatidylinositol glycan, class B"
K05290,"PIGK | phosphatidylinositol glycan, class K"
K05292,"PIGT | phosphatidylinositol glycan, class T"
K05294,PGAP1 | glycosylphosphatidylinositol deacylase
K05297,"rubB, alkT | rubredoxin---NAD+ reductase"
K05299,fdhA | formate dehydrogenase (NADP+) alpha subunit
K05301,E1.8.2.1 | sulfite dehydrogenase
K05303,K05303 | O-methyltransferase
K05305,FUK | fucokinase
K05306,phnX | phosphonoacetaldehyde hydrolase
K05310,GPI7 | ethanolaminephosphotransferase
K05311,cggR | central glycolytic genes regulator
K05337,fer | ferredoxin
K05338,lrgA | holin-like protein
K05339,lrgB | holin-like protein LrgB
K05340,glcU | glucose uptake protein
K05341,E2.4.1.4 | amylosucrase
K05342,"E2.4.1.64 | alpha,alpha-trehalose phosphorylase"
K05343,treS | maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]
K05346,deoR | deoxyribonucleoside regulator
K05349,bglX | beta-glucosidase
K05350,bglB | beta-glucosidase
K05351,E1.1.1.9 | D-xylulose reductase
K05352,tarJ | ribitol-5-phosphate 2-dehydrogenase (NADP+)
K05358,quiA | quinate dehydrogenase (quinone)
K05362,murE | UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase
K05363,murM | serine/alanine adding enzyme
K05364,pbpA | penicillin-binding protein A
K05365,mrcB | penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]
K05366,mrcA | penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
K05367,pbpC | penicillin-binding protein 1C
K05373,"ybtX, irp8 | MFS transporter, putative signal transducer"
K05375,"mbtH, nocI | MbtH protein"
K05396,dcyD | D-cysteine desulfhydrase
K05410,TBK1 | TANK-binding kinase 1
K05447,"IL28_29, IFNL | interleukin 28/29 (interferon lambda)"
K05463,EFNB | ephrin-B
K05481,"IL1RN, IL1F3 | interleukin 1 receptor antagonist"
K05484,"IL1F6 | interleukin 1 family, member 6 (epsilon)"
K05486,"IL1F8 | interleukin 1 family, member 8 (eta)"
K05491,"IL17C, CX2 | interleukin 17C"
K05499,"cytR | LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG"
K05501,"slmA, ttk | TetR/AcrR family transcriptional regulator"
K05515,mrdA | penicillin-binding protein 2
K05516,cbpA | curved DNA-binding protein
K05517,tsx | nucleoside-specific channel-forming protein
K05519,med | transcriptional activator of comK gene
K05520,pfpI | protease I
K05521,draG | ADP-ribosyl-[dinitrogen reductase] hydrolase
K05522,nei | endonuclease VIII [EC:3.2.2.- 4.2.99.18]
K05523,hchA | D-lactate dehydratase / protein deglycase [EC:4.2.1.130 3.5.1.124]
K05524,fdxA | ferredoxin
K05526,astE | succinylglutamate desuccinylase
K05527,"bolA | BolA family transcriptional regulator, general stress-responsive regulator"
K05532,MNN11 | mannan polymerase II complex MNN11 subunit
K05535,"MNN2 | alpha 1,2-mannosyltransferase"
K05539,dusA | tRNA-dihydrouridine synthase A
K05540,dusB | tRNA-dihydrouridine synthase B
K05541,dusC | tRNA-dihydrouridine synthase C
K05544,DUS3 | tRNA-dihydrouridine synthase 3
K05545,DUS4 | tRNA-dihydrouridine synthase 4
K05547,"THRA, NR1A1 | thyroid hormone receptor alpha"
K05548,"benK | MFS transporter, AAHS family, benzoate transport protein"
K05549,"benA-xylX | benzoate/toluate 1,2-dioxygenase subunit alpha [EC:1.14.12.10 1.14.12.-]"
K05550,"benB-xylY | benzoate/toluate 1,2-dioxygenase subunit beta [EC:1.14.12.10 1.14.12.-]"
K05551,"actI1, oxyA, tcmK, snoa1, aknB, mtmP | minimal PKS ketosynthase (KS/KS alpha) [EC:2.3.1.- 2.3.1.260 2.3.1.235]"
